title,cast,director,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,sort_order
Undefeated,"Montrail 'Money' Brown, O.C. Brown, Bill Courtney, Chavis Daniels","Daniel Lindsay, T.J. Martin",tm174190,MOVIE,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martin’s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games — it will be about how they grapple with the unforeseeable events that are part of football and part of life.",2011,PG-13,113,"['documentation', 'sport']",['US'],0.0,tt1860355,7.7,7073.0,6.591,7.7,2
Berserk: The Golden Age Arc II - The Battle for Doldrey,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Toshiyuki Kubooka,tm38064,MOVIE,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",2012,R,98,"['action', 'drama', 'fantasy', 'animation', 'horror']",['JP'],0.0,tt2358911,7.7,10470.0,20.201,7.5,2
The Trial of the Chicago 7,"Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman",Aaron Sorkin,tm840196,MOVIE,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,2020,R,130,"['drama', 'history', 'thriller']",['US'],0.0,tt1070874,7.7,173103.0,15.07,7.8,2
Guru,"Abhishek Bachchan, Mithun Chakraborty, Aishwarya Rai Bachchan, Madhavan, Vidya Balan, Roshan Seth, Arya Babbar, Sachin Khedekar, Dhritiman Chatterjee, Manoj Joshi",Mani Ratnam,tm72587,MOVIE,"Gurukant Desai hails from Idhar, a small village in Gujarat, but dreams of setting up his own business in Mumbai. After he returns from Turkey, he marries Sujatha for getting the dowry and arrives in Mumbai to start his business. This film chronicles the obstacles he meets, his subsequent rise and the huge backlash he receives when it is revealed that he used unethical means to rise in the business circuit.",2007,PG-13,166,"['romance', 'documentation', 'drama', 'european']",['IN'],0.0,tt0499375,7.7,23708.0,8.071,6.7,2
Bad Genius,"Chutimon Chuengcharoensukying, Chanon Santinatornkul, Teeradon Supapunpinyo, Eisaya Hosuwan, Thaneth Warakulnukroh, Sarinrat Thomas, Ego Mikitas, Pasin Kuansataporn, Sahajak Boonthanakit, Kanjana Vinaipanid",Nattawut Poonpiriya,tm320255,MOVIE,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",2017,PG-13,130,"['comedy', 'drama', 'crime', 'thriller']",['TH'],0.0,tt6788942,7.6,20571.0,20.398,8.0,2
Sherlock Holmes,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong, Eddie Marsan, Robert Maillet, Geraldine James, Kelly Reilly, William Houston, James Fox, Hans Matheson",Guy Ritchie,tm154187,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",0.0,tt0988045,7.6,625708.0,43.297,7.2,2
Pyaar Ka Punchnama,"Kartik Aaryan, Divyendu Sharma, Raayo S. Bakhirta, Nushrat Bharucha, Sonalli Sehgall, Ishita Raj",Luv Ranjan,tm177958,MOVIE,Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,2011,PG-13,149,"['romance', 'drama', 'comedy', 'european']",['IN'],0.0,tt1926313,7.6,21521.0,4.851,7.0,2
Hell or High Water,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",David Mackenzie,tm243100,MOVIE,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,2016,R,102,"['thriller', 'western', 'action', 'crime', 'drama']",['US'],0.0,tt2582782,7.6,227350.0,28.227,7.303,2
Manorama Six Feet Under,"Abhay Deol, Gul Panag, Raima Sen, Sarika, Kulbhushan Kharbanda, Vinay Pathak, Yana Gupta, Jogi, Brijendra Kala, Nawazuddin Siddiqui",Navdeep Singh,tm80455,MOVIE,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.",2007,R,137,"['drama', 'thriller', 'crime']",['IN'],0.0,tt0920464,7.6,8110.0,4.553,6.5,2
Bathtubs Over Broadway,Steve Young,Dava Whisenant,tm406881,MOVIE,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.",2018,PG-13,87,"['comedy', 'music', 'documentation']",['US'],0.0,tt6029778,7.6,1089.0,2.742,8.0,2
The Two Popes,"Anthony Hopkins, Jonathan Pryce, Juan Minujín",Fernando Meirelles,tm435520,MOVIE,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",2019,PG-13,125,"['drama', 'comedy', 'history']",['US'],0.0,tt8404614,7.6,122069.0,11.465,7.5,2
Ludo,"Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Sanya Malhotra, Fatima Sana Shaikh, Pankaj Tripathi, Rohit Saraf, Shalini Vatsa, Pearle Maaney",Anurag Basu,tm847805,MOVIE,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",2020,PG-13,150,"['crime', 'comedy', 'drama', 'action']",['IN'],0.0,tt7212754,7.6,37528.0,10.329,7.5,2
Njan Prakashan,"Fahadh Faasil, Sreenivasan, Nikhila Vimal, Devika Sanjay, Anju Kurian, K.P.A.C. Lalitha",Sathyan Anthikad,tm445153,MOVIE,"Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",2018,G,125,"['comedy', 'drama']",['IN'],0.0,tt8286926,7.6,4405.0,2.145,6.8,2
The Social Dilemma,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",Jeff Orlowski,tm847085,MOVIE,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",2020,PG-13,94,"['drama', 'documentation']",['US'],0.0,tt11464826,7.6,80916.0,20.38,7.5,2
Mucize,"Talat Bulut, Mert Turak, Mahsun Kırmızıgül, Erdem Yener, Erol Demiröz, Ali Sürmeli, Meral Çetinkaya, Büşra Pekin",Mahsun Kırmızıgül,tm193211,MOVIE,1960s Turkey countryside. A newly assigned teacher finds out that the solitary village is missing a school. He gets fond of the village people and especially a disabled man. The teacher helps the village to build a new school and educate the children and the disabled man.,2015,PG-13,136,"['drama', 'comedy', 'romance', 'documentation', 'european']",['TR'],0.0,tt6876670,7.6,12593.0,6.24,7.2,2
Philomena,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Kate Fleetwood",Stephen Frears,tm187279,MOVIE,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",2013,PG-13,97,"['drama', 'comedy', 'european']",['GB'],0.0,tt2431286,7.6,99647.0,9.752,7.4,2
Highway,"Randeep Hooda, Alia Bhatt, Durgesh Kumar, Pradeep Nagar",Imtiaz Ali,tm155291,MOVIE,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",2014,PG-13,133,"['crime', 'romance', 'drama']",['IN'],0.0,tt2980794,7.6,28688.0,6.553,7.3,2
Aamir,"Rajeev Khandelwal, Gajraj Rao, Shashanka Ghosh, Jhilmil Hazrika, Gazala Amin, Allauddin Khan",Raj Kumar Gupta,tm49865,MOVIE,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,2008,NC-17,96,"['thriller', 'crime', 'drama', 'action']",['IN'],0.0,tt1241195,7.6,11290.0,4.053,6.9,2
U Turn,"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza",Pawan Kumar,tm246485,MOVIE,A journalist who intents to write an article on traffic rule breakers gets dragged into a whirlpool of murder cases and deception.,2016,R,121,"['horror', 'thriller', 'crime', 'drama']",['IN'],0.0,tt5559394,7.5,3310.0,2.982,6.8,2
Nocturnal Animals,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson, Isla Fisher, Ellie Bamber, Armie Hammer, Karl Glusman, Laura Linney, Michael Sheen, Andrea Riseborough",Tom Ford,tm239727,MOVIE,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",2016,R,117,"['thriller', 'drama']",['US'],0.0,tt4550098,7.5,264884.0,24.273,7.5,2
Les Misérables,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter, Eddie Redmayne, Aaron Tveit, Samantha Barks, Daniel Huttlestone",Tom Hooper,tm32982,MOVIE,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",2012,PG-13,158,"['drama', 'history', 'romance', 'war']","['US', 'GB']",0.0,tt1707386,7.5,327017.0,21.858,7.3,2
Fishtronaut: The Movie,"Fábio Lucindo, Celso Alves, Fernanda Bullara","Célia Catunda, Kiko Mistrorigo, Rodrigo Eba",tm321149,MOVIE,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",2018,G,88,"['animation', 'action', 'family']",['BR'],0.0,tt7804254,7.5,73.0,6.934,8.0,2
The Conjuring,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver, Shannon Kook",James Wan,tm160621,MOVIE,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",2013,R,112,"['horror', 'thriller']",['US'],0.0,tt1457767,7.5,496484.0,221.925,7.533,2
Kevin Hart: I'm a Grown Little Man,Kevin Hart,Shannon Hartman,tm147686,MOVIE,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",2009,R,73,"['comedy', 'documentation']",['US'],0.0,tt1420554,7.5,4411.0,6.236,7.3,2
Do Dooni Chaar,"Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna, Akhilendra Mishra, Natasha Rastogi, Manoj Bakshi, Supriya Shukla",Habib Faisal,tm97982,MOVIE,A middle-class father in India struggles through a series of unexpected events for upholding respect and smiles.,2010,PG,146,"['drama', 'crime', 'comedy']",['IN'],0.0,tt1714832,7.5,5594.0,1.559,6.4,2
Ip Man 2,"Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng",Wilson Yip,tm103095,MOVIE,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",2010,R,108,"['drama', 'action', 'history', 'sport']","['HK', 'CN']",0.0,tt1386932,7.5,104500.0,4.516,7.5,2
Luciano Mellera: Infantiloide,Luciano Mellera,"Raúl Campos, Jan Suter",tm423802,MOVIE,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,2018,PG-13,66,"['comedy', 'drama', 'crime']",['AR'],0.0,tt7607400,7.5,1517.0,2.501,7.4,2
Jodhaa Akbar,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Abeer Abrar",Ashutosh Gowariker,tm29269,MOVIE,"Jodhaa Akbar is a sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal Emperor, Akbar and a Rajput princess, Jodhaa.",2008,PG-13,214,"['romance', 'history', 'war', 'action', 'drama']",['IN'],0.0,tt0449994,7.5,32440.0,11.959,7.4,2
Berserk: The Golden Age Arc I - The Egg of the King,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Toshiyuki Kubooka,tm60844,MOVIE,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",2012,NC-17,76,"['action', 'fantasy', 'animation', 'horror', 'war', 'drama']",['JP'],0.0,tt2210479,7.5,12548.0,20.928,7.4,2
Yeh Ballet,"Julian Sands, Manish Chauhan, Achintya Bose, Jim Sarbh, Danish Husain, Vijay Maurya, Heeba Shah, Kalyanee Mulay",Sooni Taraporevala,tm854786,MOVIE,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",2020,PG-13,117,['drama'],['IN'],0.0,tt10230436,7.5,1335.0,5.098,7.7,2
Chillar Party,"Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa","Vikas Bahl, Nitesh Tiwari",tm178106,MOVIE,"A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony, take on the big bad world of politics when one of their friend's life is endangered.",2011,G,130,"['comedy', 'drama', 'family']",['IN'],0.0,tt1841542,7.5,7831.0,2.552,7.0,2
Blow,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta",Ted Demme,tm35463,MOVIE,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",2001,R,124,"['crime', 'drama']",['US'],0.0,tt0221027,7.5,258431.0,24.348,7.4,2
Tom Segura: Disgraceful,Tom Segura,Jay Karas,tm366973,MOVIE,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",2018,PG-13,74,"['comedy', 'documentation']",['US'],0.0,tt7379330,7.5,3851.0,4.896,7.0,2
Happy as Lazzaro,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani, Tommaso Ragno, Sergi López, Natalino Balasso, Carlo Tarmati, Pasqualina Scuncia, Nicoletta Braschi",Alice Rohrwacher,tm410742,MOVIE,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.",2018,PG-13,125,"['fantasy', 'drama', 'european']","['IT', 'CH', 'FR']",0.0,tt6752992,7.5,18006.0,8.295,7.4,2
